Battery,Cycle,Capacity,SOH
B0006,124,1.3573151296618016,0.6668746922672389
B0006,125,1.3524934638801596,0.6645057163278422
B0006,126,1.3474099151661236,0.6620080723318286
B0006,127,1.3370075130842318,0.656897174696045
B0006,128,1.3312352966718526,0.6540611751852576
B0006,129,1.3259303781727643,0.6514547680110712
B0006,130,1.321578743867529,0.6493167274597319
B0006,131,1.321225074066109,0.6491429627717592
B0006,132,1.3156485301862682,0.6464031008911139
B0006,133,1.3209025697502388,0.648984510278524
B0006,134,1.3474328767273906,0.6620193537828117
B0006,135,1.3260128072353616,0.6514952669744675
B0006,136,1.3101186784831063,0.6436861797633369
B0006,137,1.30521620229393,0.6412775001365069
B0006,138,1.3004061951355774,0.6389142523000749
B0006,139,1.300235735841116,0.6388305024124815
B0006,140,1.2895066722480755,0.6335591097744968
B0006,141,1.279253057384795,0.6285213141239901
B0006,142,1.2792078171714618,0.6284990867482796
B0006,143,1.274036760902923,0.6259584486293798
B0006,144,1.2741273923001468,0.6260029775555019
B0006,145,1.2637639426440779,0.6209112179860495
B0006,146,1.2581373688955233,0.618146775481072
B0006,147,1.253259864055301,0.6157503647520722
B0006,148,1.2532313315493426,0.6157363461901961
B0006,149,1.2480874960313577,0.613209082142838
B0006,150,1.2534354284944844,0.6158366228941904
B0006,151,1.2898048773266901,0.6337056235911395
B0006,152,1.2635402021758835,0.620801290046241
B0006,153,1.2479761706842853,0.6131543858862738
B0006,154,1.2321202877943334,0.6053640895934027
B0006,155,1.2271137666213534,0.6029042906907026
B0006,156,1.2217397581377356,0.6002639382954212
B0006,157,1.211102678915174,0.5950377393250057
B0006,158,1.2056159765131735,0.5923420182680926
B0006,159,1.2008936262717274,0.5900218379391315
B0006,160,1.1905903985558335,0.5849596665522201
B0006,161,1.185179251041941,0.5823010670462684
B0006,162,1.1796706818144624,0.5795946024028492
B0006,163,1.1745952836753915,0.5771009629390571
B0006,164,1.15381833159625,0.5668928519254556
B0006,165,1.1644009557372264,0.5720922960804411
B0006,166,1.1587974947916069,0.5693392093343496
B0006,167,1.1749748834769171,0.5772874675283711
B0006,168,1.1856752327929356,0.582544752296905
B0007,1,1.89105229539079,0.9291098949616898
B0007,2,1.880637027686859,0.9239926762015405
B0007,3,1.8806626717011388,0.924005275592616
B0007,4,1.8807709009833444,0.9240584506937314
B0007,5,1.8794508728285058,0.9234098958001
B0007,6,1.8807003517117404,0.9240237884971918
B0007,7,1.8799352523566075,0.9236478806583576
B0007,8,1.8815088124038797,0.9244210005841261
B0007,9,1.8696907870385844,0.918614580353143
B0007,10,1.870052380139199,0.9187922379084363
B0007,11,1.8700442394188577,0.9187882382179784
B0007,12,1.8596518987766364,0.9136822839585247
B0007,13,1.8590746560862206,0.9133986736655852
B0007,14,1.8590084577709232,0.9133661491764833
B0007,15,1.8593622586957048,0.9135399782878529
B0007,16,1.8587355450601035,0.913232061980322
B0007,17,1.847817291322145,0.9078677166323033
B0007,18,1.8485252916137047,0.9082155706171599
B0007,19,1.848378951850034,0.9081436711129609
B0007,20,1.8807805437609766,0.9240631883734534
B0007,21,1.8814721597443598,0.9244029924366415
B0007,22,1.8810954313244785,0.9242178986116435
B0007,23,1.8710089649779995,0.9192622262008099
B0007,24,1.8701995151941375,0.918864528154334
B0007,25,1.8706715362800985,0.9190964410753387
B0007,26,1.8596124644020169,0.9136629091015999
B0007,27,1.860033909718346,0.9138699731867873
B0007,28,1.8591653109160768,0.9134432141046047
B0007,29,1.8481398178778288,0.9080261800523811
B0007,30,1.849201702126164,0.9085479039438022
B0007,31,1.8834677437950846,0.9253834607675677
B0007,32,1.8628211117905844,0.915239378480806
B0007,33,1.852085039652352,0.909964542411509
B0007,34,1.8469504648208708,0.9074418283152472
B0007,35,1.836828431169018,0.9024686810120267
B0007,36,1.8371619619672275,0.9026325510253765
B0007,37,1.8316722583718854,0.8999353554251962
B0007,38,1.8211470951317783,0.8947641429017215
B0007,39,1.816506091511515,0.8924839297121393
B0007,40,1.8113815601504555,0.8899661501635743
B0007,41,1.8116056333939583,0.8900762416022098
B0007,42,1.8060548955557403,0.8873490587197497
B0007,43,1.8132041826994056,0.8908616392249489
B0007,44,1.8062641938283535,0.8874518909346796
B0007,45,1.7958310249900458,0.8823258770073522
B0007,46,1.7858852600390451,0.8774393338633784
B0007,47,1.7803268604502753,0.8747083866174113
B0007,48,1.8150756899575577,0.8917811462720464
B0007,49,1.8157025154845838,0.8920891175539586
B0007,50,1.8002432178056673,0.8844936711045671
B0007,51,1.7904476205609308,0.879680908205663
B0007,52,1.780343032300132,0.8747163321542737
B0007,53,1.775328769596812,0.8722527296907421
B0007,54,1.7702629734732853,0.8697638078794843
B0007,55,1.760081061854204,0.864761241394162
B0007,56,1.749647593537689,0.8596350803275056
B0007,57,1.749650075059311,0.8596362995461909
B0007,58,1.745028739214683,0.8573657495081776
B0007,59,1.7396457455286727,0.8547209825123738
B0007,60,1.7285642277717963,0.8492764224522408
B0007,61,1.723900324588418,0.8469849582725446
B0007,62,1.7139788776485192,0.8421103630291105
B0007,63,1.7139701997004613,0.8421060993884759
B0007,64,1.7036521173638766,0.8370366296443993
B0007,65,1.7040137474382486,0.8372143053656016
B0007,66,1.6935716157343033,0.8320838878122235
B0007,67,1.6876577363877656,0.8291782866123676
B0007,68,1.6830744356583152,0.8269264239485498
B0007,69,1.6779270142025482,0.8243973980618792
B0007,70,1.6732060275966172,0.8220778877129358
B0007,71,1.6674367208253988,0.8192433177640911
B0007,72,1.6622662630667526,0.8167029737044643
B0007,73,1.6574243065763063,0.8143240285546064
B0007,74,1.652538684928734,0.8119236298840554
B0007,75,1.6472174627573322,0.8093092124061309
B0007,76,1.6364136810898071,0.8040011093596052
B0007,77,1.6362554312048496,0.8039233581867006
B0007,78,1.641119179218384,0.8063130099255708
B0007,79,1.6315700789656966,0.8016213556786851
B0007,80,1.621213282987236,0.796532865187364
B0007,81,1.6164273214762122,0.7941814314339789
B0007,82,1.615823510161921,0.7938847674717157
B0007,83,1.61672418029789,0.7943272838090295
B0007,84,1.6108655863730026,0.7914488453864419
B0007,85,1.6006603374309376,0.786434812831271
B0007,86,1.5959174487005663,0.7841045415527713
B0007,87,1.5962179519462243,0.7842521845025139
B0007,88,1.5958065114633972,0.784050035981971
B0007,89,1.5906507821480704,0.7815169282861713
B0007,90,1.6888211161855506,0.8297498771941592
B0007,91,1.6259938279733204,0.7988816376992117
B0007,92,1.6157433862812898,0.7938454010879838
B0007,93,1.6056626764846538,0.7888925569793781
B0007,94,1.5949746921524348,0.783641347362138
B0007,95,1.5904102438871945,0.7813987472719066
B0007,96,1.5853517062988178,0.7789133917167737
B0007,97,1.5799737147242376,0.7762710823532822
B0007,98,1.5752185465278068,0.7739347779399778
B0007,99,1.569798484648868,0.7712717986372367
B0007,100,1.5702565375950357,0.7714968487459715
B0007,101,1.565249873909438,0.7690369798241166
B0007,102,1.559633933561147,0.766277761710567
B0007,103,1.5649820533392105,0.7689053944933041
B0007,104,1.57497949984227,0.7738173297649953
B0007,105,1.5652811168780458,0.7690523300877514
B0007,106,1.559755497470126,0.7663374883669782
B0007,107,1.549897685670499,0.7614941582760931
B0007,108,1.5438771531345021,0.7585361563394108
B0007,109,1.5450187488690073,0.7590970439973355
B0007,110,1.5445940154102908,0.7588883643853668
B0007,111,1.5343086721758876,0.7538349799837543
B0007,112,1.5287603942958483,0.7511090057254505
B0007,113,1.5289260249179843,0.7511903831946566
B0007,114,1.529091650133123,0.7512717580073023
B0007,115,1.5239059324661248,0.7487239164649878
B0007,116,1.5186675419100615,0.7461501957322639
B0007,117,1.5136482266426952,0.7436841108480917
B0007,118,1.5136050185229033,0.7436628818785179
B0007,119,1.5139470614867965,0.7438309340804744
B0007,120,1.5339599193158786,0.7536636310824466
B0007,121,1.5391372798653098,0.7562073666142378
B0007,122,1.5236247972838737,0.748585789412506
B0007,123,1.5135813035589147,0.7436512302664742
B0007,124,1.5077850749847914,0.7408034331247432
B0007,125,1.5031960676037333,0.7385487666746479
B0007,126,1.4978220596995881,0.7359084145640724
B0007,127,1.492848534633516,0.7334648272751378
B0007,128,1.492414389867026,0.7332515237089832
B0007,129,1.487482776538081,0.7308285284522069
B0007,130,1.482535148640411,0.7283976649337743
B0007,131,1.4827874322228984,0.7285216166475355
B0007,132,1.476971179775059,0.725663981396488
B0007,133,1.4819015554137276,0.7280863685525335
B0007,134,1.4981366198874824,0.7360629639564112
B0007,135,1.4820775214392872,0.7281728240016626
B0007,136,1.4771155312812152,0.7257349040320223
B0007,137,1.4720772783056488,0.723259514692273
B0007,138,1.472248013656454,0.7233434002115892
B0007,139,1.4670106672274665,0.7207701924783207
B0007,140,1.4617672495335379,0.7181940018173218
B0007,141,1.4566952670489708,0.7157020405294349
B0007,142,1.451354972758956,0.7130782525575455
B0007,143,1.451615926257375,0.7132064639656048
B0007,144,1.4468161332173683,0.7108482345194346
B0007,145,1.4467570607768785,0.7108192111079127
B0007,146,1.4413797481446793,0.708177235321703
B0007,147,1.4362456252208178,0.7056547432562343
B0007,148,1.4368154153924828,0.7059346919852231
B0007,149,1.4362945145860047,0.705678763529531
B0007,150,1.4418575315878015,0.7084119793981812
B0007,151,1.4672063484781797,0.7208663343918676
B0007,152,1.4518640367848885,0.7133283653782304
B0007,153,1.4471379752748499,0.7110063616325503
B0007,154,1.441790586562399,0.7083790880362282
B0007,155,1.431630947911111,0.7033874646828421
B0007,156,1.4318084249673686,0.7034746625300405
B0007,157,1.4262562585106868,0.7007467777402063
B0007,158,1.4260877528924913,0.7006639877308536
B0007,159,1.4212633510031694,0.6982936674898077
B0007,160,1.4163272748795108,0.6958684795772612
B0007,161,1.4165781829175994,0.6959917554599439
B0007,162,1.4108401729425177,0.6931725622212209
B0007,163,1.4109949628347804,0.6932486134340254
B0007,164,1.4061714290398801,0.6908787197042501
B0007,165,1.4063358479692922,0.6909595018458166
B0007,166,1.4004552399066514,0.6880702474594051
B0007,167,1.4217865046055154,0.6985507027868798
B0007,168,1.4324552720625434,0.7037924707885
B0018,1,1.8550045207910817,0.9113989389222555
B0018,2,1.8431955317089987,0.9055969583887714
B0018,3,1.8396018424355423,0.9038313106213752
B0018,4,1.8306736044962053,0.8994446978163094
B0018,5,1.8327002069419656,0.9004404060736109
B0018,6,1.8285288846046388,0.8983909562153857
B0018,7,1.8212011895697924,0.8947907205261181
B0018,8,1.8151700106433282,0.891827487815674
B0018,9,1.8042980520967649,0.8864858881741168
B0018,10,1.8231002302844226,0.8957237552831148
B0018,11,1.8121253520255494,0.8903315892329359
B0018,12,1.8046916382117766,0.8866792645047811
B0018,13,1.790844349786295,0.8798758288061164
B0018,14,1.783470722841926,0.8762530258976683
B0018,15,1.7809386125310702,0.875008952029016
B0018,16,1.771209039672698,0.870228628164627
B0018,17,1.7686303996707076,0.868961693375339
B0018,18,1.7536304801917124,0.8615919481570118
B0018,19,1.7462197416415093,0.8579509116120415
B0018,20,1.7376647337053737,0.8537476737934402
B0018,21,1.7315166735475835,0.8507270151150179
B0018,22,1.7085949894470602,0.839465156540884
B0018,23,1.711469957068211,0.8408776827153407
B0018,24,1.7075021373272627,0.8389282175462786
B0018,25,1.7492382064360228,0.8594339406721112
B0018,26,1.7327697147429955,0.851342658043714
B0018,27,1.7222313328292376,0.8461649509349138
B0018,28,1.711846298984729,0.8410625866438983
B0018,29,1.699267835126687,0.8348825485442594
B0018,30,1.6940366439243106,0.832312364990684
B0018,31,1.6819027078768087,0.8263507318438668
B0018,32,1.6769770618433686,0.823930668432663
B0018,33,1.6655229306478936,0.8183030363159606
B0018,34,1.6571924575832084,0.8142101167425697
B0018,35,1.6482241555294048,0.8098038196774363
B0018,36,1.6387701497987262,0.8051588871746136
B0018,37,1.6276486907262062,0.7996947031878062
B0018,38,1.62215370227252,0.7969949110363866
B0018,39,1.6140066510467586,0.7929921100947815
B0018,40,1.6760516154424623,0.8234759790460002
B0018,41,1.649300642552199,0.8103327181891875
B0018,42,1.63238299185809,0.8020207552161308
B0018,43,1.6164159719025777,0.7941758551729771
B0018,44,1.6109028378249377,0.7914671477320084
B0018,45,1.5954638693695657,0.7838816894161011
B0018,46,1.726707440085764,0.8483641474103816
B0018,47,1.7165673917429753,0.8433821491474895
B0018,48,1.6958235570934848,0.8331903093558206
B0018,49,1.6777783190792557,0.8243243413247808
B0018,50,1.6606586897774192,0.8159131424271188
B0018,51,1.6664109274827466,0.8187393260198295
B0018,52,1.6468336174407805,0.8091206219146821
B0018,53,1.6257639928779952,0.7987687153533852
B0018,54,1.6121577411874595,0.7920837055787594
B0018,55,1.6057366823755344,0.7889289174785933
B0018,56,1.673645314879889,0.8222937178952177
B0018,57,1.6404348572349936,0.8059767895430581
B0018,58,1.6132653317422077,0.7926278858462702
B0018,59,1.5920964324686278,0.7822272037347975
B0018,60,1.5866011820698824,0.7795272828847972
B0018,61,1.5800766490336253,0.7763216559337254
B0018,62,1.5641732953289167,0.7685080363283158
B0018,63,1.555618272193922,0.7643047910422264
B0018,64,1.5402045278637397,0.756731725817913
B0018,65,1.5321613015959863,0.7527799360493275
B0018,66,1.5316232403693415,0.7525155763534114
B0018,67,1.5222595950771978,0.747915039649563
B0018,68,1.5065267126851283,0.7401851758365056
B0018,69,1.5014219556532926,0.7376771117913102
B0018,70,1.4963534117486457,0.7351868399430206
B0018,71,1.5334262000312422,0.7534014046650724
B0018,72,1.523845267514426,0.7486941106224746
B0018,73,1.5011920994261239,0.7375641790630079
B0018,74,1.492417671450291,0.7332531360131432
B0018,75,1.483323851940123,0.7287851698387088
B0018,76,1.4807376792294196,0.7275145340866193
B0018,77,1.4735077809902477,0.7239623478197701
B0018,78,1.46801928526661,0.7212657456698899
B0018,79,1.4580923557119019,0.7163884567137107
B0018,80,1.4478660988891399,0.711364102587912
B0018,81,1.4527808777541982,0.713778826752973
B0018,82,1.4425356364492432,0.7087451451906465
B0018,83,1.4392712877203313,0.7071413086854212
B0018,84,1.4286475681888218,0.7019216735848576
B0018,85,1.4249026750004896,0.7000817364634281
B0018,86,1.4698115324524124,0.722146310738664
B0018,87,1.4525819651050202,0.7136810971920112
